Timestamp,Geth_Latency(ms),Geth_Peers,Geth_Block,Geth_TX_Pending,Geth_GasPrice(Gwei),Geth_BaseFee(Gwei),Geth_GasUsed,Geth_GasLimit,Geth_GasUsage(%),Geth_TxCount,Geth_Internal_Latency(us),Prysm_Latency(ms),Prysm_Peers,Prysm_Slot,Prysm_Finalized,Prysm_Validators,Prysm_Reorgs
2025-12-16T15:46:05.143263,294.55,13,67137,0,3.00,0.00,0,60000000,0.00,0,0.00,18.92,0,81151,0,0,0
