Timestamp,Geth_CPU(%),Geth_Mem,Geth_Latency(ms),Geth_Peers,Geth_Block,Geth_TX_Pending,Geth_Ingress_Bytes,Geth_Egress_Bytes,Geth_GasPrice(Gwei),Geth_BaseFee(Gwei),Geth_GasUsed,Geth_GasLimit,Geth_GasUsage(%),Geth_TxCount,Geth_Internal_Latency(us),Prysm_CPU(%),Prysm_Mem,Prysm_Latency(ms),Prysm_Peers,Prysm_Slot,Prysm_Finalized,Prysm_Validators,Prysm_Reorgs
2025-12-15T18:53:06.699784,0.43,37.96MiB,37.96,0,0,0,0,0,1.00,1.00,0,30000000,0.00,0,0.00,3.05,168.5MiB,2.87,0,0,0,0,0
